,id,role_0,role_1,role_2
9086,80829,2535,300,99
9087,6374,163,17,0
9088,541468,293,45,2
9089,50852,122,0,0
9090,5920,260,8,1
9091,81569,658,29,3
9092,153,203,15,0
9093,213539,1266,234,29
9094,2980,161,6,1
9095,2984,100,16,1
9096,22909,902,94,4
9097,23654,147,9,0
9098,10791,134,12,2
9099,943,144,8,0
9100,22029,75,2,0
9101,79370,387,28,1
9102,126003,404,10,1
9103,10552,1376,75,22
9104,81839,429,23,2
9105,10948,18,0,0
9106,9256,196,27,1
9107,22882,602,19,2
9108,57822,181,13,0
9109,1804,58,0,0
9110,346689,11,0,0
9111,9695,946,21,4
9112,79171,539,5,2
9113,9173,929,8,0
9114,10611,1647,230,27
9115,125144,190,0,0
9116,23365,192,3,0
9117,349667,62,1,0
9118,5291,1116,83,12
9119,128872,86,3,0
9120,11189,218,5,2
9121,55761,379,18,1
9122,70928,561,44,1
9123,80223,394,27,0
9124,383295,94,18,3
9125,3073,784,160,14
9126,2006,144,41,3
9127,2201,194,14,0
9128,375743,128,2,0
9129,148022,1212,121,17
9130,10201,287,1,1
9131,1040,171,44,5
9132,9397,1248,42,5
9133,55204,724,6,0
9134,23214,424,54,4
9135,2180,234,6,4
9136,4799,2128,120,34
9137,10314,750,28,3
9138,1244,588,135,6
9139,5083,186,17,0
9140,5326,119,20,0
9141,23184,430,44,1
9142,2768,1201,94,8
9143,64283,378,9,2
9144,155038,233,0,0
9145,10218,308,0,0
9146,81875,563,17,4
9147,9236,82,16,0
9148,56144,454,13,0
9149,51271,2213,34,7
9150,74355,108,12,0
9151,26256,172,0,0
9152,65266,350,27,3
9153,26249,561,31,3
9154,3783747,3,0,0
9155,1607,89,2,18
9156,54607,65,0,0
9157,121793,45,15,0
9158,80762,745,70,8
9159,23788,2151,286,74
9160,2703413,355,1,2
9161,140,101,8,0
9162,25793,1278,162,16
9163,54973,1018,315,46
9164,27101,1522,497,36
9165,16593,5,0,0
9166,83696,1114,32,3
9167,83659,359,50,4
9168,79587,84,0,0
9169,1404,865,8,0
9170,67781,3,0,0
9171,1632,977,2,1
9172,3806,165,0,0
9173,51460,319,40,1
9174,342538,411,26,8
9175,80243,160,0,1
9176,7764,636,13,32
9177,84910,13,0,0
9178,286826,1279,29,13
9179,415117,284,32,5
9180,414059,121,5,1
9181,6773,2077,125,21
9182,100287932,608,71,1
9183,4242,72,1,0
9184,6787,267,24,1
9185,54875,306,16,0
9186,221662,315,96,2
9187,6400,815,97,13
9188,4543,438,38,6
9189,3418,486,29,4
9190,54756,69,0,0
9191,7343,2463,411,53
9192,284805,2,0,0
9193,7164,233,22,0
9194,5449,507,58,7
9195,29965,915,14,12
9196,1636,493,4,2
9197,260425,272,48,1
9198,1296,74,8,0
9199,8974,121,11,0
9200,685,389,3,1
9201,26098,757,70,4
9202,11165,1961,171,9
9203,100151683,565,1,19
9204,64756,61,1,0
9205,5790,85,0,0
9206,3456,198,3,1
9207,3484,76,6,0
9208,493856,2136,67,11
9209,51339,188,10,1
9210,79917,232,28,9
9211,11136,726,8,52
9212,13196,174,12,0
9213,5524,2082,298,21
9214,55222,7,0,0
9215,135112,167,6,2
9216,64682,1679,410,112
9217,23644,1161,142,11
9218,51174,14,0,0
9219,3236,128,8,0
9220,90273,195,122,0
9221,5298,862,10,2
9222,118429,124,4,0
9223,1285,1505,51,11
9224,4718,426,33,199
9225,901,99,1,0
9226,58493,1187,22,3
9227,5598,3136,595,39
9228,121340,73,0,0
9229,353376,111,9,3
9230,347902,20,0,0
9231,116138,1197,73,10
9232,84065,631,9,0
9233,140775,90,2,0
9234,2540392,12,0,0
9235,83699,221,2,1
9236,399761,281,3,1
9237,154467,19,0,0
9238,3225,346,43,5
9239,2926,998,91,33
9240,4986,619,18,0
9241,64801,341,10,0
9242,727800,145,3,0
9243,3752,873,97,4
9244,9868,1654,118,14
9245,5775,599,28,2
9246,692312,302,4,1
9247,117584,735,38,5
9248,3268,763,2,1
9249,2038,216,8,0
9250,10848,1193,60,7
9251,203,1213,71,3
9252,51594,88,2,1
9253,7504,1140,34,1
9254,112495,1403,8,2
9255,11061,78,3,0
9256,55374,116,4,0
9257,84457,16,0,0
9258,9060,526,17,1
9259,54878,875,31,0
9260,80210,251,2,0
9261,4642,852,65,3
9262,26046,657,183,1
9263,20610,127,14,0
9264,645104,29,2,0
9265,27129,873,26,1
9266,72895,79,1,1
9267,285966,5,0,0
9268,130497,322,1,0
9269,64158,127,0,0
9270,55320,880,9,0
9271,9962,90,12,0
9272,55744,60,1,0
9273,826470,5,0,0
9274,83460,105,0,1
9275,157680,36,2,0
9276,20419,80,11,0
9277,10591,317,24,2
9278,19359,230,2,0
9279,59342,689,14,7
9280,100294114,120,2,0
9281,5743,1308,94,15
9282,6439,6,0,0
9283,9472,922,28,8
9284,2030,48,2,0
9285,55734,704,38,4
9286,52717,414,19,19
9287,84914,1742,705,55
9288,3240,449,25,4
9289,12306,227,6,0
9290,113146,168,36,0
9291,132671,225,8,0
9292,1053,940,259,36
9293,25925,426,7,2
9294,23262,151,18,0
9295,9079,486,45,5
9296,23181,555,97,3
9297,969,34,14,0
9298,5162,1938,280,26
9299,140290,1011,13,0
9300,54552,1433,56,5
9301,10868,1010,374,14
9302,170302,132,7,0
9303,27067,2009,27,21
9304,55038,1524,84,9
9305,21374,23,0,2
9306,69706,248,7,4
9307,101861,55,0,0
9308,57117,677,39,20
9309,7005,259,31,2
9310,636,505,14,6
9311,205428,16,1,0
9312,63891,1200,60,4
9313,50945,939,7,0
9314,2050,846,15,0
9315,7503,498,0,0
9316,6565,395,75,6
9317,2799,728,69,15
9318,3425,23,3,0
9319,634,642,38,4
9320,5137,58,25,1
9321,5648,188,13,0
9322,8490,997,4,3
9323,2703434,34,0,0
9324,5789,44,6,0
9325,5791,217,3,0
9326,929,296,72,1
9327,381,804,134,10
9328,2703390,887,26,7
9329,10170,16,0,0
9330,133418,47,1,0
9331,4184,676,198,44
9332,147183,158,40,1
9333,8193,238,4,3
9334,114781,297,5,3
9335,94032,12,0,0
9336,55770,1211,79,5
9337,55124,92,0,0
9338,11226,431,2,0
9339,8884,9,0,0
9340,126969,7,0,0
9341,13669,2199,719,228
9342,55628,48,0,0
9343,853059,537,0,0
9344,57561,991,132,12
9345,229,1079,75,25
9346,23326,648,145,14
9347,57554,133,13,0
9348,26959,842,95,8
9349,1813,314,41,1
9350,55437,943,8,1
9351,54865,1101,70,2
9352,5867,1019,217,7
9353,92154,71,0,0
9354,60672,424,29,3
9355,2188,197,19,22
9356,3292,28,2,14
9357,285331,169,4,1
9358,270685,206,0,0
9359,161753,10,0,0
9360,11113,1433,41,5
9361,84131,1676,47,7
9362,5783,793,95,9
9363,64093,373,7,3
9364,221184,903,70,2
9365,123970,365,0,0
9366,10609,188,19,0
9367,8557,256,12,0
9368,4485,56,3,0
9369,375248,104,3,0
9370,287670,0,0,0
9371,91039,201,45,6
9372,84919,192,8,0
9373,2187,66,19,7
9374,55869,960,65,9
9375,63897,334,10,1
9376,9762,56,1,0
9377,8545,1288,48,5
9378,4285,242,3,0
9379,25988,1193,90,4
9380,79643,125,11,12
9381,5890,579,77,36
9382,3397,753,147,8
9383,29916,114,9,0
9384,203111,109,2,0
9385,1995,231,7,5
9386,3448,47,5,2
9387,3217,1038,8,0
9388,130507,63,7,0
9389,914,693,24,3
9390,197196,2,0,0
9391,84106,1319,74,11
9392,58510,20,0,0
9393,133957,90,3,1
9394,3766,367,17,1
9395,2811,351,26,7
9396,8460,25,0,0
9397,29914,45,0,0
9398,57761,1988,247,17
9399,270,389,5,1
9400,2516,1658,105,22
9401,57622,93,2,0
9402,84171,304,23,8
9403,20115,148,0,0
9404,777,152,0,0
9405,3595,22,0,2
9406,3592,5,0,1
9407,8698,23,0,0
9408,6659,452,24,0
9409,28951,1066,8,2
9410,190,317,14,3
9411,55421,1498,86,31
9412,8813,1134,50,2
9413,3421,364,9,4
9414,118738,143,1,0
9415,283373,1005,39,10
9416,387338,1222,36,1
9417,1284,938,111,8
9418,5008,292,23,1
9419,80326,5,0,0
9420,10380,194,8,0
9421,851587,202,0,0
9422,10040,1236,213,26
9423,2596,512,20,0
9424,64222,345,29,0
9425,115209,5,1,0
9426,114823,1461,459,40
9427,91977,215,13,2
9428,17345,235,12,1
9429,16580,135,0,1
9430,90459,630,23,1
9431,96459,179,0,0
9432,286451,873,39,1
9433,84280,268,10,0
9434,508199,1,0,0
9435,3251,1114,144,15
9436,157556,1059,17,1
9437,3352,7,0,0
9438,827272,70,0,0
9439,8431,1027,194,14
9440,859,591,40,5
9441,128178,308,14,4
9442,66591,334,87,0
9443,8624,856,64,29
9444,9473,30,0,0
9445,1376,195,25,3
9446,1476,776,47,10
9447,100048912,25,0,0
9448,56993,963,118,13
9449,285527,423,36,4
9450,83493,145,17,1
9451,3434,1243,100,28
9452,546071,57,2,0
9453,3911,187,28,1
9454,9952,1,0,11
9455,1123,316,20,1
9456,114791,398,31,24
9457,7123,403,15,0
9458,114041,138,0,0
9459,55239,238,27,10
9460,2570,307,0,2
9461,821159,261,0,0
9462,7620,11,0,0
9463,10005,190,6,0
9464,63976,383,54,1
9465,7135,108,0,1
9466,57572,1244,37,4
9467,23569,661,9,0
9468,5471,837,111,6
9469,6988,229,1,0
9470,54942,9,0,0
9471,55286,43,0,0
9472,22034,65,3,0
9473,66354,460,55,13
9474,9130,1005,10,0
9475,92749,80,5,0
9476,9054,545,35,4
9477,9580,634,6,0
9478,6010,206,16,0
9479,4882,128,21,0
9480,5147,547,163,8
9481,4796,1124,32,14
9482,85480,266,0,0
9483,20479,693,220,8
9484,79922,710,122,3
9485,11117,389,73,2
9486,79837,1490,51,6
9487,339448,1716,10,2
9488,56480,22,0,0
9489,243846,661,84,9
9490,80206,145,0,0
9491,1633,480,44,8
9492,26146,2541,365,36
9493,90410,475,66,15
9494,5178,113,0,0
9495,27127,70,1,0
9496,9466,44,0,0
9497,54707,1396,12,2
9498,1501,269,13,0
9499,6783,422,24,3
9500,55034,163,6,0
9501,79915,325,14,1
9502,2744,347,55,4
9503,6615,2553,314,39
9504,253935,0,0,0
9505,26231,190,5,0
9506,824,1524,202,25
9507,5068,353,2,0
9508,340156,186,4,0
9509,6097,277,19,1
9510,10957,1159,31,4
9511,55610,286,61,3
9512,4956,161,10,0
9513,79098,243,0,0
9514,283927,329,1,0
9515,2595,44,2,5
9516,54681,207,1,0
9517,145173,244,0,0
9518,9133,886,88,17
9519,1807,13,2,0
9520,51733,82,10,2
9521,26057,438,31,1
9522,145773,376,0,0
9523,158234,275,7,17
9524,10232,90,2,2
9525,30813,665,9,1
9526,7840,512,74,3
9527,369,2143,513,21
9528,55080,338,3,0
9529,338674,44,3,0
9530,1520,22,1,0
9531,84219,348,12,5
9532,348654,130,0,0
9533,83468,238,7,1
9534,51473,298,12,0
9535,854673,216,0,0
9536,235072,40,5,0
9537,219348,62,2,0
9538,9771,23,0,0
9539,9912,163,3,1
9540,64924,418,15,4
9541,55207,579,17,1
9542,114,334,45,1
9543,80144,167,9,0
9544,80021,339,8,0
9545,8916,1262,48,0
9546,201266,856,13,0
9547,65110,1151,17,15
9548,10336,466,22,9
9549,130074,614,149,18
9550,285755,27,0,0
9551,10738,304,17,1
9552,79983,673,92,1
9553,54821,1109,39,2
9554,24511,4,0,0
9555,51228,749,1,0
9556,71819,135,6,0
9557,55651,1206,55,8
9558,10166,685,4,0
9559,88455,2070,47,7
9560,1073,1051,160,31
9561,64215,551,18,3
9562,57223,306,18,4
9563,407,707,57,6
9564,159091,93,0,0
9565,91582,464,26,1
9566,143872,74,1,0
9567,74237,42,0,0
9568,29085,302,35,0
9569,80173,1148,26,10
9570,339175,398,0,1
9571,137735,130,2,0
9572,8613,967,3,2
9573,134391,60,0,0
9574,100131816,524,37,1
9575,196403,583,67,1
9576,51337,736,7,0
9577,18538,147,11,0
9578,3012,1516,28,11
9579,10214,208,22,1
9580,2971,299,23,5
9581,54676,674,10,0
9582,56526,381,45,2
9583,2520,129,9,0
9584,90957,962,97,19
9585,161291,1,0,0
9586,4855,295,6,1
9587,4671,51,0,0
9588,853870,187,0,0
9589,248,880,6,0
9590,8577,69,8,0
9591,143684,1424,39,6
9592,22862,1492,57,3
9593,57555,825,12,3
9594,344892,71,2,0
9595,24506,0,0,0
9596,4828,103,0,0
9597,3092,707,91,16
9598,10312,308,12,4
9599,79990,530,15,0
9600,2247,467,78,5
9601,154043,44,1,0
9602,392,820,101,13
9603,89849,635,3,1
9604,63876,413,68,0
9605,55006,136,6,0
9606,79778,375,26,3
9607,3442,307,19,2
9608,3443,10,0,0
9609,6248,24,0,0
9610,3824,28,1,2
9611,11033,307,24,0
9612,934,10,0,0
9613,65987,59,0,0
9614,116254,196,180,2
9615,10929,2718,75,22
9616,84100,52,5,0
9617,51224,488,35,5
9618,54962,1398,23,14
9619,7922,565,108,8
9620,100288160,1,0,0
9621,84651,23,5,0
9622,140458,456,49,3
9623,27179,90,1,1
9624,258010,87,0,0
9625,9052,385,25,0
9626,54776,521,46,4
9627,8476,209,45,0
9628,2583,6,1,0
9629,8869,12,4,0
9630,56953,175,51,2
9631,953,107,15,10
9632,4154,1263,47,14
9633,3481,108,14,2
9634,91179,273,0,2
9635,79563,0,0,0
9636,64601,380,135,8
9637,23099,515,86,2
9638,55082,962,14,5
9639,7036,388,10,0
9640,26575,412,108,13
9641,284325,512,149,7
9642,227699,776,31,6
9643,57190,462,2,1
9644,140459,1680,83,11
9645,10102,343,14,0
9646,2633,145,2,0
9647,84807,783,129,4
9648,64748,126,46,0
9649,892,1999,955,153
9650,79847,968,1,2
9651,775,1383,61,5
9652,55432,1739,65,10
9653,129685,348,33,20
9654,10238,2536,222,19
9655,7779,605,4,0
9656,103583,649,23,3
9657,84501,70,1,0
9658,79608,257,73,2
9659,64843,75,4,2
9660,9213,446,30,1
9661,5073,217,26,13
9662,4886,19,1,0
9663,64421,513,66,9
9664,758,197,29,4
9665,80320,76,9,0
9666,6653,1941,82,8
9667,57466,631,29,5
9668,219738,90,8,0
9669,102857,34,0,0
9670,23234,1270,70,12
9671,9051,1466,523,24
9672,71766,27,0,0
9673,55582,52,0,0
9674,55238,56,6,3
9675,307347,0,0,0
9676,391,460,37,1
9677,57093,367,2,1
9678,57905,292,12,7
9679,2277,64,9,0
9680,8754,792,44,3
9681,84285,704,19,2
9682,99375,320,39,2
9683,54904,1198,201,15
9684,14811,56,1,0
9685,52428,67,0,0
9686,51363,168,26,0
9687,340719,25,0,0
9688,23332,1959,59,15
9689,2322,551,20,1
9690,27429,1591,301,17
9691,7423,84,7,1
9692,59344,118,3,0
9693,51227,2,0,3
9694,5283,4,0,1
9695,54892,223,12,0
9696,23091,1707,315,90
9697,65109,1481,143,28
9698,55267,179,6,1
9699,440321,400,45,3
9700,58986,502,8,3
9701,269881,55,0,0
9702,100289678,23,0,0
9703,23092,197,5,1
9704,200958,20,2,0
9705,112487,1040,0,0
9706,67268,245,5,2
9707,115,100,21,1
9708,5287,784,16,3
9709,337963,61,0,1
9710,9368,1270,524,23
9711,126375,1417,80,16
9712,123228,696,15,3
9713,79415,308,34,0
9714,6674,313,10,0
9715,3730,26,1,0
9716,84861,151,0,2
9717,6915,461,50,2
9718,4151,223,0,0
9719,2170,243,16,1
9720,5629,425,21,2
9721,10008,249,7,0
9722,11186,1140,231,21
9723,1486,753,0,1
9724,101206,57,0,0
9725,217718,329,45,4
9726,145946,504,15,6
9727,23111,1295,45,9
9728,26147,818,68,7
9729,9747,1114,87,8
9730,6687,1058,117,9
9731,54872,301,1,0
9732,284203,33,0,0
9733,1798,11,0,0
9734,29071,57,8,2
9735,39,1674,183,12
9736,53375,235,39,2
9737,55177,1380,68,4
9738,9370,126,20,0
9739,148398,248,4,0
9740,221060,44,2,0
9741,116328,318,6,0
9742,4524,251,18,4
9743,26013,1062,107,69
9744,54130,106,0,2
9745,285848,121,6,3
9746,9902,119,1,0
9747,148109,66,2,0
9748,114882,314,15,0
9749,10922,249,8,0
9750,5187,1051,70,10
9751,10063,666,45,4
9752,1666,1413,37,3
9753,5047,710,21,1
9754,53840,67,1,1
9755,51296,143,2,0
9756,284338,146,3,1
9757,286336,34,0,0
9758,9024,635,10,5
9759,11018,200,2,0
9760,1116,8,0,0
9761,63934,173,0,0
9762,13018,481,5,3
9763,6514,1070,5,0
9764,145645,882,0,0
9765,1318,7,0,0
9766,10267,21,1,2
9767,5286,1200,179,16
9768,7165,2354,285,26
9769,6483,36,18,5
9770,8703,408,84,10
9771,6863,496,7,2
9772,57662,409,35,4
9773,9512,1019,51,5
9774,19056,217,0,0
9775,5341,282,5,2
9776,283011,3,0,0
9777,1876,1102,82,15
9778,645,46,4,0
9779,641700,41,0,0
9780,51361,470,88,13
9781,55502,206,4,0
9782,11155,64,6,0
9783,8996,886,151,8
9784,113220,5,0,0
9785,27249,30,0,0
9786,85477,382,5,1
9787,3077429,84,0,0
9788,92745,60,4,0
9789,78986,356,14,1
9790,10781,636,12,6
9791,4207,64,3,0
9792,6018,255,10,0
9793,192160,5,0,0
9794,63892,303,26,4
9795,1523,754,173,3
9796,100133763,122,3,0
9797,196483,487,42,1
9798,9312,10,0,2
9799,55819,762,22,2
9800,10960,787,43,2
9801,85569,44,0,0
9802,837,1510,143,10
9803,90780,1452,38,16
9804,9404,678,115,3
9805,855284,200,0,0
9806,23087,325,16,0
9807,7369,2,0,0
9808,282616,0,0,0
9809,3588,4,1,0
9810,55363,591,25,2
9811,54959,1326,27,1
9812,100,524,99,3
9813,3991,277,19,0
9814,7476,28,1,0
9815,147111,4,0,0
9816,130540,732,49,3
9817,1609,134,4,11
9818,12464,600,98,11
9819,124359,1115,11,3
9820,27436,901,12,0
9821,64374,544,12,3
9822,23157,1212,126,14
9823,83478,1047,4,0
9824,59349,1190,338,3
9825,114798,316,0,1
9826,8309,74,1,6
9827,11211,93,0,0
9828,83894,111,4,0
9829,54873,770,4,1
9830,8527,176,43,17
9831,9904,495,35,8
9832,2328,10,0,0
9833,27352,381,14,1
9834,483,1305,713,32
9835,51809,172,6,0
9836,80781,208,13,3
9837,3852,2335,228,40
9838,4693,1065,6,0
9839,93836,479,6,2
9840,7064,591,67,8
9841,10439,1019,11,1
9842,2639,657,50,9
9843,64855,213,29,6
9844,399,191,12,1
9845,54855,1041,8,1
9846,23333,178,2,0
9847,57568,279,7,2
9848,155465,600,56,4
9849,8985,800,76,6
9850,4967,738,134,32
9851,5420,660,13,0
9852,286148,912,3,2
9853,80263,537,8,0
9854,11285,557,48,1
9855,126792,14,1,0
9856,23306,219,3,0
9857,80019,210,11,0
9858,284297,307,10,1
9859,727738,117,4,0
9860,84128,395,5,2
9861,16480,659,111,1
9862,10926,1414,28,12
9863,55179,135,6,0
9864,3488,362,105,7
9865,551,229,6,0
9866,4818,37,0,1
9867,146059,237,6,1
9868,4121,5,1,2
9869,84759,808,12,12
9870,346673,67,1,0
9871,342132,216,13,0
9872,9419,427,39,1
9873,83871,1474,32,3
9874,6515,815,1,0
9875,1901,1220,26,2
9876,27032,1321,23,1
9877,123016,10,0,2
9878,7706,1959,508,37
9879,23586,1438,199,30
9880,170261,363,8,0
9881,6340,859,20,4
9882,7813,1084,77,3
9883,8863,348,17,5
9884,5545,16,0,0
9885,9590,1139,81,5
9886,629,419,8,1
9887,56792,1,0,0
9888,7134,216,14,0
9889,126298,100,9,0
9890,59339,93,8,0
9891,30835,221,11,2
9892,3351,77,2,1
9893,23384,1029,100,18
9894,19679,1,0,0
9895,3855,607,24,5
9896,81570,765,34,0
9897,93594,259,22,16
9898,18573,48,0,0
9899,6253,78,9,2
9900,10810,497,10,3
9901,852376,13,0,0
9902,1364,33,0,0
9903,378108,634,61,8
9904,57801,146,9,0
9905,118987,336,6,0
9906,2138,143,3,1
9907,7593,233,24,0
9908,10278,1518,112,25
9909,83942,415,22,1
9910,79780,270,11,0
9911,347734,154,23,0
9912,2128,30,0,0
9913,27348,100,2,0
9914,1264,624,23,3
9915,9692,51,1,0
9916,55607,276,33,2
9917,70601,39,4,0
9918,93144,773,18,30
9919,1907,4,0,0
9920,283551,311,2,0
9921,54981,975,7,1
9922,283219,48,6,0
9923,2697,804,59,9
9924,2700,93,0,0
9925,55890,27,1,0
9926,56676,297,4,0
9927,5321,1714,153,6
9928,7032,1,1,0
9929,7174,210,4,0
9930,7136,170,4,1
9931,9033,2,0,0
9932,22030,34,7,0
9933,51614,238,91,5
9934,124565,123,18,0
9935,66005,953,14,1
9936,133,14,0,0
9937,112755,150,28,8
9938,55680,59,3,1
9939,7705,54,0,0
9940,942,17,0,0
9941,940,121,15,0
9942,25963,59,3,0
9943,112611,86,7,5
9944,10910,1121,374,14
9945,9046,735,80,8
9946,55847,561,35,9
9947,11164,550,79,10
9948,17131,166,3,1
9949,91,1450,156,30
9950,25979,650,4,0
9951,51526,74,0,0
9952,50488,511,30,4
9953,57524,38,1,0
9954,434,7,2,0
9955,23637,485,48,1
9956,6401,352,31,3
9957,10361,73,1,0
9958,5476,801,248,23
9959,55846,38,5,0
9960,26584,21,0,0
9961,29066,707,6,1
9962,221613,1172,33,11
9963,9764,935,7,0
9964,55699,1222,60,6
9965,134,96,10,0
9966,81556,653,131,15
9967,2774,64,2,1
9968,55831,1352,65,15
9969,2357,124,2,0
9970,55252,538,16,6
9971,80195,57,1,0
9972,229707,256,10,19
9973,1954,387,4,0
9974,27156,679,57,10
9975,10605,699,39,11
9976,440563,446,2,1
9977,3214,90,0,0
9978,925,473,49,6
9979,55756,413,27,33
9980,57405,336,75,12
9981,366310,586,0,1
9982,75964,103,12,1
9983,64318,495,31,11
9984,93742,28,0,0
9985,91687,892,39,58
9986,3135,76,3,12
9987,115908,27,0,0
9988,653499,46,0,0
9989,10927,1686,35,7
9990,23387,1206,14,0
9991,294429,0,0,0
9992,50999,41,0,0
9993,10908,828,28,1
9994,63877,1,0,0
9995,55281,54,2,0
9996,79081,156,1,1
9997,134353,1204,71,7
9998,133584,110,0,0
9999,9880,879,7,0
10000,284393,336,0,1
10001,4905,2148,574,44
10002,22868,565,21,0
10003,199777,80,0,1
10004,9765,909,4,1
10005,81618,182,10,1
10006,55692,2022,905,117
10007,115509,456,6,4
10008,7554,699,27,8
10009,115123,270,0,0
10010,55352,1283,99,42
10011,3010,258,3,0
10012,4881,103,14,1
10013,5153,116,17,0
10014,259,447,6,2
10015,1351,332,27,11
10016,9509,52,4,0
10017,1968,2695,182,34
10018,853290,225,0,0
10019,2588,87,12,8
10020,59343,951,91,5
10021,292778,5,0,0
10022,1877,722,18,1
10023,1103,124,1,0
10024,917,214,9,4
10025,5203,778,174,23
10026,54861,577,3,1
10027,643847,23,1,0
10028,55132,887,22,2
10029,79149,215,0,0
10030,653489,895,13,4
10031,81609,1961,54,3
10032,855836,878,3,3
10033,23072,1023,26,10
10034,4689,238,16,1
10035,25796,429,27,1
10036,48,2246,38,8
10037,9857,1497,207,26
10038,84529,61,0,0
10039,3606,229,9,0
10040,10068,39,4,0
10041,56477,84,6,0
10042,25972,19,0,0
10043,9726,180,7,0
10044,81488,609,160,23
10045,402682,411,89,1
10046,6351,16,0,1
10047,1232,51,19,1
10048,6382,402,18,0
10049,63948,589,234,8
10050,84317,462,5,0
10051,5033,712,47,1
10052,83499,19,0,0
10053,10125,335,6,1
10054,57106,196,10,0
10055,55017,1076,87,4
10056,387263,336,3,0
10057,169841,60,0,0
10058,2150,642,20,0
10059,10923,3872,280,44
10060,23,3411,280,86
10061,50804,1041,125,9
10062,1235,3,2,0
10063,1672,77,3,0
10064,107338,59,3,0
10065,221476,12,1,0
10066,85440,2899,214,32
10067,84749,652,11,0
10068,57463,43,0,0
10069,79161,38,0,0
10070,2889,1355,61,30
10071,148,44,3,0
10072,4017,331,21,3
10073,8636,134,1,0
10074,7803,442,27,0
10075,283431,985,15,7
10076,782,1115,10,1
10077,100129278,495,0,0
10078,7045,94,7,0
10079,116238,145,1,0
10080,5660,1273,269,13
10081,79576,939,71,19
10082,223870,27,0,0
10083,160287,631,127,12
10084,51763,814,85,17
10085,79091,292,9,1
10086,60680,218,13,1
10087,10855,164,4,1
10088,2551,1402,97,12
10089,12235,368,163,12
10090,5836,837,46,5
10091,220108,348,49,1
10092,140917,136,2,3
10093,26065,1112,17,4
10094,79717,11,0,0
10095,348487,296,4,0
10096,1136,111,0,0
10097,56085,3,1,0
10098,6911,310,81,3
10099,854504,8,0,1
10100,91689,521,4,0
10101,4634,266,5,0
10102,7429,527,6,2
10103,23939,94,0,0
10104,55288,477,19,1
10105,853639,217,0,0
10106,1889,508,27,4
10107,7978,180,10,0
10108,64081,293,13,0
10109,2591,51,1,0
10110,266740,617,43,3
10111,285782,136,6,0
10112,23648,1101,74,6
10113,853455,5,0,0
10114,54462,360,19,0
10115,116159,56,1,0
10116,80131,571,4,0
10117,8510,188,1,0
10118,140831,42,0,0
10119,6276,0,0,0
10120,9870,361,2,1
10121,64704,26,0,0
10122,4068,1074,47,6
10123,7102,16,0,0
10124,10440,262,11,1
10125,9911,622,44,6
10126,7741,873,195,4
10127,55601,98,2,0
10128,153769,1354,49,3
10129,127,1225,40,16
10130,9446,628,61,7
10131,55605,2005,160,25
10132,55208,1186,6,5
10133,1401,718,65,5
10134,128602,114,8,0
10135,63826,330,8,0
10136,18627,567,2,0
10137,221421,105,8,2
10138,10827,1077,25,2
10139,11062,2,0,0
10140,229663,102,10,0
10141,6585,114,3,1
10142,25800,92,8,0
10143,5937,840,20,8
10144,23216,634,72,7
10145,268741,67,3,1
10146,6891,1132,60,12
10147,538,108,7,1
10148,8366,1443,110,30
10149,2703395,226,7,1
10150,55859,445,43,3
10151,3117,240,44,0
10152,54625,473,10,0
10153,227102,55,4,0
10154,10116,590,52,7
10155,79823,1653,48,11
10156,64147,686,91,15
10157,83873,955,41,3
10158,2646,176,0,0
10159,8724,1644,370,18
10160,3158,1007,14,7
10161,5968,23,0,0
10162,55140,517,42,3
10163,67393,14,0,0
10164,84629,176,10,0
10165,55840,432,30,10
10166,66827,41,0,0
10167,132158,731,174,12
10168,155368,324,47,2
10169,54862,1247,86,19
10170,230075,137,0,0
10171,5257,722,21,5
10172,4115,146,10,0
10173,22977,291,8,0
10174,63916,211,3,0
10175,64577,255,11,1
10176,51534,725,64,2
10177,12550,161,13,0
10178,1008,177,5,1
10179,1729,784,146,4
10180,65990,343,7,0
10181,112840,294,1,0
10182,5345,367,19,1
10183,9575,334,36,10
10184,6525,1079,16,1
10185,163590,925,29,12
10186,90624,231,5,0
10187,283150,410,45,13
10188,66313,266,7,0
10189,51422,454,23,5
10190,566,97,10,0
10191,3835,1843,274,7
10192,140465,1412,54,16
10193,8879,1410,83,21
10194,91304,151,17,1
10195,5104,297,25,4
10196,79031,589,17,18
10197,18,464,66,16
10198,10124,290,9,0
10199,60487,115,2,0
10200,407008,6,0,0
10201,858,337,12,3
10202,27681,16,2,0
10203,8972,44,3,7
10204,143425,255,3,0
10205,5874,113,12,0
10206,54843,128,6,0
10207,87171,3,0,0
10208,5306,421,37,0
10209,10172,155,1,0
10210,284110,331,2,0
10211,23067,316,20,15
10212,23198,1069,78,124
10213,396171,39,0,0
10214,157313,557,25,3
10215,1002,363,1,0
10216,10144,127,0,0
10217,5142,1853,80,4
10218,2805,1905,400,36
10219,80198,528,19,4
10220,55274,533,36,16
10221,10389,725,17,5
10222,5372,89,32,5
10223,2812,131,7,3
10224,1802,392,40,2
10225,3605,23,3,0
10226,53890,496,17,1
10227,6526,80,0,0
10228,84747,1043,12,1
10229,2634,523,85,4
10230,401565,16,0,0
10231,4314,135,46,0
10232,221079,141,5,0
10233,197370,253,7,3
10234,56491,44,0,0
10235,54802,28,2,0
10236,114898,243,45,1
10237,9923,102,0,0
10238,163154,256,29,1
