id,role_0,role_1,role_2,role_3
2348,14,2269,89,2
404734,16,4771,107,13
10180,23,5459,237,16
2244,26,3235,295,30
18073,3,121,3,0
699,46,6363,873,162
374897,10,1553,44,1
2703435,3,572,3,0
29386,1,57,0,0
546,58,8880,1495,158
94240,13,3023,74,4
51667,24,5967,225,51
121506,6,977,14,1
64144,22,2334,186,45
8028,27,4216,327,24
8674,33,3135,405,123
9341,58,8174,1417,236
6457,59,5287,1628,83
140545,42,5230,687,174
284365,27,3276,312,39
10993,10,907,37,8
143162,2,139,1,0
548593,51,8502,1091,184
140462,35,5245,554,41
8341,29,5754,371,35
232791,16,621,67,53
10766,13,4761,59,19
29803,26,5052,308,17
10913,14,2153,69,22
285590,12,4018,58,8
51293,8,892,27,1
441250,6,290,15,0
9098,12,3641,62,4
55032,8,525,26,2
388,34,5055,539,22
6660,39,7181,700,41
9328,58,13487,1483,170
126526,13,2038,67,11
1793,26,7684,266,59
340371,4,360,6,0
131474,22,2278,223,8
5957,11,1441,49,6
6624,71,16409,2235,250
56965,10,579,32,13
375341,15,3932,95,10
2891,39,3023,704,37
11319,42,6998,808,53
85509,24,3017,141,135
7068,73,11399,2368,260
7003,30,3256,402,33
900,41,11396,754,66
51176,49,6531,1061,115
4597,45,2690,888,102
9839,36,10212,419,211
81848,13,3065,67,11
26370,28,2295,365,13
57486,21,3509,206,4
23270,22,3426,226,5
6494,21,4303,151,59
11001,43,3409,857,46
112398,22,3375,205,26
146691,26,8098,291,34
9569,25,6243,279,21
10451,24,5760,198,78
4158,6,121,13,2
494470,14,3406,83,8
7111,52,8413,979,347
8911,3,300,3,0
3992,20,840,130,60
79961,24,3089,260,16
10914,53,12662,1197,181
1652,6,1660,14,1
56160,13,682,51,27
313173,1,100,0,0
1604,27,1864,340,11
2822,8,860,25,3
25019,1,998,0,0
55049,13,2055,76,2
11133,36,3695,607,23
7390,13,1793,76,2
51364,15,2325,102,3
269702,6,765,15,0
4512,44,5742,807,139
2014,12,610,62,4
17444,6,2113,4,11
259266,47,6443,1050,31
10803,1,3,0,0
6370,4,42,6,0
3758,12,1965,57,9
586,35,2163,581,14
84678,21,4461,161,49
933,19,3506,123,48
11252,51,8642,1182,93
55608,18,4546,146,7
29781,31,6363,427,38
6392,8,371,5,23
374383,11,593,53,2
3778,18,3212,142,11
1463,7,316,19,2
5546,26,6347,291,34
6811,74,7806,2401,300
54734,6,3039,14,1
5271,17,1784,133,3
64094,2,87,1,0
387264,13,714,74,4
177335,1,506,0,0
291553,2,183,1,0
851561,1,91,0,0
64149,6,681,12,3
89853,11,1390,44,11
1845,20,7148,164,26
3744,6,333,12,3
51272,15,3774,61,44
1760,21,4068,202,8
2960,82,12701,2626,695
1610,8,886,27,1
148223,34,3057,542,19
3565,10,380,41,4
56306,15,1880,42,63
9792,29,5494,389,17
29078,14,2564,61,30
10563,9,578,32,4
6363,7,739,18,3
9166,4,1743,6,0
63905,4,2252,6,0
10607,63,12223,1593,360
6645,32,6799,458,38
5813,38,11938,586,117
79444,48,7148,1055,73
84850,1,686,0,0
268932,1,387,0,0
166929,11,443,55,0
282974,9,2712,32,4
51204,21,6378,200,10
79085,6,3843,12,3
7026,46,4917,983,52
51701,60,11310,1646,124
54941,27,5129,313,38
3569,12,1264,57,9
3570,12,1696,57,9
3975,10,515,31,14
8714,10,2539,37,8
8031,31,5980,433,32
8085,44,5980,799,147
9231,33,7731,474,54
220213,9,4062,28,8
339201,2,1212,1,0
3672,23,1714,244,9
11258,44,4057,835,111
4077,41,6671,757,63
5805,26,3511,313,12
20637,29,3130,285,121
4499,7,1430,18,3
3931,16,995,114,6
64600,4,182,6,0
12461,36,3912,532,98
116143,42,4979,789,72
55900,10,3669,43,2
27284,4,562,6,0
3841,38,8934,622,81
94056,11,2504,48,7
10623,65,10193,1875,205
66008,34,5778,516,45
6997,26,1698,298,27
60344,7,308,21,0
55540,7,1257,19,2
79018,14,1984,81,10
8720,19,4492,160,11
282682,3,439,2,1
284100,1,24,0,0
66854,4,1479,0,6
54929,15,1811,102,3
54914,10,4237,34,11
4035,87,11093,3595,146
132,15,917,87,18
4837,7,2311,19,2
440712,13,677,77,1
84899,8,3346,25,3
81728,1,247,0,0
100529063,3,333,2,1
4179,16,1659,102,18
3707,40,6153,527,253
644945,16,1979,104,16
9722,37,7709,634,32
57620,8,1659,23,5
353324,11,1516,47,8
58985,4,512,5,1
494514,18,6031,107,46
851752,4,2023,5,1
134147,18,3837,146,7
25970,22,6329,164,67
2958,23,2213,118,135
57192,6,1177,15,0
4015,14,2035,84,7
11250,5,2171,5,5
64979,79,3521,154,2927
7984,34,9382,524,37
54828,33,7264,482,46
23334,8,1597,27,1
5860,31,6775,422,43
24675,1,52,0,0
22821,9,2760,34,2
56342,19,7977,143,28
79056,9,1186,36,0
252983,17,1653,128,8
51430,23,1699,248,5
202018,4,400,6,0
8689,60,9345,1671,99
1649,83,11464,3132,271
2876,34,3418,446,115
9805,9,908,33,3
64689,25,4648,275,25
7181,32,6064,332,164
115992,49,4751,1108,68
23149,46,7402,991,44
167826,28,5268,312,66
5876,65,3099,2041,39
266971,11,892,53,2
12847,19,1196,141,30
51101,20,7017,169,21
69556,8,573,18,10
5465,81,11120,2985,255
66317,23,3147,209,44
80149,18,5781,135,18
84726,36,6885,593,37
51201,2,69,1,0
9965,2,115,1,0
157567,22,3067,221,10
81610,19,2573,150,21
11078,35,9541,512,83
7462,13,2872,44,34
65083,37,11666,390,276
4338,7,611,21,0
64168,16,3879,106,14
114793,16,6013,109,11
1286,14,1007,73,18
4582,43,10360,753,150
54495,8,7448,24,4
2788,25,1234,144,156
2862,4,59,5,1
51738,12,786,62,4
71924,34,3811,530,31
22906,19,3992,158,13
3613,52,3058,1139,187
51095,22,1484,198,33
6655,39,11358,589,152
57409,26,3115,315,10
55669,13,3563,67,11
891,161,22747,11916,964
100290337,34,6842,485,76
29117,84,9950,3119,367
57562,101,10361,4829,221
23613,56,6824,1366,174
2125,30,1809,399,36
64393,28,7314,345,33
5550,30,6607,392,43
9338,58,6859,1576,77
5442,27,7749,322,29
171169,5,843,10,0
80262,33,3437,519,9
7542,30,2225,416,19
9095,12,1123,62,4
79190,6,1394,13,2
9521,55,9685,1148,337
153328,15,3557,94,11
382010,14,688,89,2
65117,28,9991,350,28
65108,38,11351,617,86
114907,16,2674,101,19
262,18,3059,150,3
51078,14,4149,88,3
5218,23,4775,221,32
90,119,5512,6773,248
10714,39,7136,532,209
4961527,86,13391,3437,218
51132,36,6643,580,50
11056,32,7174,417,79
64328,31,8433,438,27
10509,2,35,1,0
131566,10,3632,42,3
84303,28,6346,312,66
24413,4,424,5,1
27306,13,223,64,14
54964,3,784,3,0
1209,11,2750,55,0
93323,59,9499,1313,398
853715,1,1644,0,0
54189,1,37,0,0
12387,15,2832,91,14
19704,1,76,0,0
825,12,1856,62,4
129049,3,94,3,0
909,9,603,31,5
26190,17,4052,98,38
619565,1,452,0,0
54883,7,1460,21,0
23125,7,1027,20,1
80007,12,4804,59,7
18536,16,1336,93,27
84318,41,4108,602,218
563,15,3276,101,4
3984,53,10804,1281,97
54961,7,3399,15,6
55269,51,14036,1149,126
23621,32,7602,453,43
6404,13,925,72,6
71752,13,1104,69,9
25934,18,1509,148,5
79088,29,5959,378,28
10733,65,7445,1896,184
6909,9,1585,35,1
407043,1,621,0,0
5926,33,5208,339,189
26228,19,3188,134,37
6345,2,230,1,0
238799,47,3274,1067,14
23303,11,5011,41,14
268281,4,201,3,3
63035,16,3425,93,27
535,58,7539,1539,114
84448,6,432,14,1
64714,30,6132,396,39
9462,43,10319,589,314
26001,17,1921,132,4
51187,15,5575,82,23
56983,18,1674,146,7
23063,44,9334,799,147
7162,23,4611,164,89
140612,5,708,10,0
53918,40,9971,708,72
57646,52,8385,1167,159
13877,26,2663,305,20
9377,66,7932,1913,232
729852,4,286,6,0
10051,66,14202,1903,242
3459,19,4493,151,20
51447,14,4788,81,10
1415,9,750,25,11
112939,35,6614,565,30
67711,2,87,1,0
122961,10,983,45,0
26609,4,142,6,0
5191,25,2555,249,51
441150,7,1193,20,1
378698,1,17,0,0
64100,18,1179,135,18
27342,57,11071,1481,115
8508,64,14729,1810,206
23588,22,3217,211,20
7697,12,2477,56,10
216274,19,1845,140,31
8302,9,195,32,4
51329,38,7143,650,53
433759,4,912,5,1
23274,2,154,1,0
55509,24,2362,201,75
27072,26,4059,282,43
25780,11,3890,49,6
3029,34,4437,502,59
11197,9,1953,33,3
16534,2,631,1,0
8529,6,2644,7,8
4072,4,629,5,1
55297,11,1831,50,5
3700,5,2341,8,2
9711,21,2114,186,24
5533,27,4365,322,29
3745,14,959,86,5
649,17,1616,129,7
4943,16,1189,109,11
78989,12,1126,66,0
7078,14,457,87,4
117583,10,2526,34,11
6001,14,4462,78,13
1300,9,1535,32,4
2661,47,4167,1051,30
54497,9,6138,26,10
29589,1,690,0,0
6531,16,2829,106,14
4626,9,2533,31,5
9922,14,3209,85,6
83637,29,3237,385,21
5260,8,952,21,7
231670,26,2988,313,12
1441,27,6237,296,55
5319,6,137,14,1
4112,6,1047,11,4
5284,22,2055,226,5
293142,1,247,0,0
5174,37,4362,634,32
6277,29,6432,361,45
57488,27,4801,343,8
6827,28,9169,298,80
6616,46,5479,884,151
6812,71,9620,2359,126
51522,18,2058,151,2
2572,25,1578,286,14
19241,7,2111,18,3
3155,26,1250,314,11
23180,3,320,3,0
57690,31,6478,363,102
79897,9,221,0,36
10799,14,1752,46,45
57472,24,4414,184,92
5151,20,675,186,4
64745,27,6415,340,11
83539,5,350,9,1
8328,79,9244,3001,80
4745,6,1260,15,0
140886,3,170,3,0
133619,24,7666,253,23
22589,21,2217,188,22
55623,21,2232,205,5
10788,43,7692,587,316
119467,2,257,1,0
399088,3,348,2,1
84262,29,5405,289,117
8743,19,2939,130,41
25573,5,440,9,1
84775,3,1061,3,0
2321,27,5490,262,89
64839,10,2482,37,8
29495,7,527,20,1
30707,1,321,0,0
5268,56,7498,1490,50
6448,12,1461,56,10
5168,17,1158,90,46
5625,10,213,25,20
7138,71,9827,2383,102
85016,7,3232,15,6
9895,5,551,3,7
57663,3,1082,3,0
56927,5,770,10,0
69837,27,3003,314,37
2550,21,4176,186,24
11275,36,4411,603,27
125228,6,1754,13,2
4625,38,3731,682,21
57523,8,817,27,1
27238,61,16156,1671,159
26610,15,1964,85,20
56623,24,2651,102,174
9616,60,9861,1565,205
23191,65,11464,1880,200
148932,17,3985,130,6
6319,37,9169,557,109
83594,8,357,28,0
9414,69,12808,2160,186
74370,4,659,1,5
84418,10,705,43,2
80776,62,5199,1823,68
57696,21,8076,161,49
54478,18,5783,137,16
110351,1,521,0,0
10712,35,3426,577,18
23288,20,3710,180,10
8482,5,2127,5,5
3920,42,10916,755,106
55851,13,1093,54,24
8425,18,2263,148,5
57333,10,564,45,0
84135,29,8734,315,91
94274,28,6160,335,43
18637,27,2775,292,59
55954,28,4604,64,314
57609,7,4687,16,5
72776,20,2133,178,12
7351,21,3474,199,11
149950,13,3439,76,2
81855,45,11355,911,79
75296,49,4620,981,195
116985,24,7926,248,28
8555,10,2037,42,3
55355,36,7150,584,46
84251,7,3770,16,5
3651,22,2878,206,25
54131,1,184,0,0
221927,21,5066,194,16
214931,18,3569,132,21
4225,22,3229,214,17
300955,1,50,0,0
246330,16,5912,87,33
72068,19,1264,141,30
26140,16,1863,97,23
51264,98,11101,1517,3236
57630,64,5777,1943,73
402,21,3443,197,13
84154,49,13375,807,369
21973,1,399,0,0
6668,18,4878,138,15
19205,13,1087,74,4
3400,11,3506,34,21
2200,22,1997,211,20
63932,10,3435,42,3
132954,5,453,10,0
3430,9,1333,33,3
79039,51,13581,1122,153
6882,50,8527,946,279
84779,11,1616,54,1
29935,15,4502,73,32
6296,1,157,0,0
76789,10,895,3,42
340602,5,741,9,1
56987,21,8683,189,21
23556,7,4704,19,2
283899,44,6758,765,181
7405,19,2348,145,26
17125,2,481,0,1
108989,7,1141,21,0
345062,1,32,0,0
27340,29,6014,340,66
26092,56,12419,1456,84
3224,103,15107,4934,319
3759,18,1903,135,18
11074,19,3544,138,33
728269,4,199,5,1
54972,51,8785,1233,42
10422,55,8880,1408,77
52276,20,1995,183,7
84283,30,817,421,14
54069,35,2990,559,36
21853,25,2987,272,28
4607,15,2351,95,10
114790,12,3940,66,0
5015,45,4433,977,13
130951,11,939,51,4
85378,28,4832,265,113
3281,28,5537,334,44
3963,19,7574,145,26
56155,6,1215,15,0
5332,41,2489,368,452
50940,20,966,184,6
27295,5,995,10,0
6484,34,724,512,49
9245,13,282,63,15
1629,41,4265,766,54
112,33,1776,523,5
84164,59,9579,1634,77
149111,9,534,35,1
57171,14,3129,75,16
11221,16,3253,110,10
92105,42,5732,656,205
2255,10,744,42,3
11072,20,3329,187,3
84881,16,3664,113,7
1749,18,1311,140,13
3754,13,491,78,0
81037,24,3871,267,9
3674,32,5347,431,65
440258,4,989,6,0
56683,33,4276,523,5
55781,29,9134,364,42
1603,24,3858,227,49
10060,6,649,13,2
110750,1,321,0,0
3713,26,3072,295,30
79807,9,2203,35,1
90102,40,8131,677,103
200576,12,5516,58,8
401508,33,6930,442,86
80020,31,4089,434,31
9678,21,4117,186,24
10369,23,4485,230,23
10994,42,10082,753,108
85461,22,7808,192,39
6610,17,709,136,0
54845,11,2108,39,16
23386,42,6250,821,40
79777,4,2580,4,2
5454,12,1589,61,5
487,14,2729,89,2
9536,12,864,48,18
50674,5,995,9,1
72119,50,3746,1211,14
2289,103,16611,4813,440
1369,6,424,14,1
924,9,771,35,1
27069,20,1729,186,4
5409,11,1288,34,21
6781,1,686,0,0
51236,25,2845,288,12
50507,1,42,0,0
7099,43,6249,795,108
3026,7,195,17,4
6282,24,8781,248,28
119391,14,1359,80,11
243819,21,1990,198,12
114904,10,822,44,1
54919,56,11150,1465,75
51350,49,10199,1005,171
128239,21,7504,200,10
972,49,3812,1162,14
11162,10,264,45,0
115704,26,3840,317,8
57213,10,2274,45,0
85395,13,3745,72,6
84159,17,4967,125,11
219402,3,840,3,0
11067,20,3431,177,13
23473,24,5062,260,16
8537,3,1060,3,0
2166,3,647,3,0
9557,57,8942,1464,132
51654,8,913,26,2
23412,28,2396,277,101
28991,12,1008,10,56
53970,8,503,27,1
5994,10,1449,37,8
55577,66,7047,2060,85
10237,8,2558,26,2
3039,29,7974,379,27
51327,11,872,54,1
10391,5,707,9,1
80178,12,2507,59,7
1912,103,16232,4856,397
9789,34,4455,544,17
225523,37,2963,531,135
8823,6,3528,14,1
85458,21,5167,182,28
1388,28,3392,363,15
114786,1,169,0,0
102920,3,165,0,3
84669,34,6871,537,24
24419,3,693,1,2
71861,2,1917,0,1
140735,52,5935,1253,73
100526767,10,956,32,13
300965,1,247,0,0
6046,38,8089,624,79
5949,16,2049,86,34
79174,12,587,65,1
81647,2,247,0,1
1949,10,1056,43,2
60496,34,10016,522,39
26508,26,5457,311,14
80829,68,11504,1586,692
6374,13,1675,71,7
541468,23,2529,242,11
50852,12,3377,39,27
5920,13,2605,72,6
81569,22,2644,221,10
153,21,3344,189,21
213539,63,10021,1804,149
2980,9,1391,31,5
2984,28,1255,373,5
22909,34,5508,513,48
23654,24,4465,265,11
10791,21,1360,180,30
943,11,1339,41,14
22029,6,504,13,2
79370,20,2564,163,27
126003,19,2610,148,23
10552,37,7925,502,164
81839,24,3467,260,16
10948,7,741,21,0
9256,20,1953,181,9
22882,15,4150,92,13
57822,8,948,27,1
1804,5,655,10,0
346689,2,199,1,0
9695,28,4284,358,20
79171,26,9682,247,78
9173,15,3190,92,13
10611,56,12288,1428,112
125144,4,2683,6,0
23365,30,5785,410,25
349667,3,370,3,0
5291,35,9703,481,114
128872,10,3295,42,3
11189,8,907,24,4
55761,13,1737,74,4
70928,36,3931,592,38
80223,23,3908,218,35
383295,18,758,132,21
3073,49,5708,1057,119
2006,25,928,288,12
2201,17,2174,127,9
375743,5,581,9,1
148022,41,6041,704,116
10201,15,2771,92,13
1040,19,1523,164,7
9397,23,5428,231,22
55204,11,5217,47,8
23214,28,4411,347,31
2180,14,2900,62,29
4799,47,13601,864,217
10314,20,7075,172,18
1244,47,4297,1015,66
5083,22,2536,225,6
5326,22,1870,225,6
23184,27,4730,341,10
2768,41,6535,742,78
64283,10,2044,39,6
155038,2,2480,1,0
10218,3,2473,2,1
81875,13,3489,64,14
9236,14,1248,91,0
56144,18,3481,142,11
51271,17,6751,113,23
74355,17,1151,135,1
26256,4,1631,4,2
65266,17,3560,118,18
26249,20,4630,164,26
3783747,1,257,0,0
1607,17,1199,31,105
54607,3,362,2,1
121793,16,374,120,0
80762,26,3439,297,28
23788,60,13015,1391,379
2703413,6,2531,5,10
140,12,1626,64,2
25793,54,10291,1302,129
54973,65,6730,1839,241
27101,81,14618,3025,215
16593,1,321,0,0
83696,24,7289,227,49
83659,30,3686,406,29
79587,5,1117,9,1
1404,8,2302,22,6
67781,2,92,1,0
1632,9,2937,33,3
3806,3,460,2,1
51460,32,3021,469,27
342538,21,4219,158,52
80243,4,944,5,1
7764,30,5362,203,232
84910,2,138,1,0
286826,26,5836,257,68
415117,24,2146,260,16
414059,8,2034,24,4
6773,46,10887,909,126
100287932,29,4448,387,19
4242,5,348,4,6
6787,19,2717,166,5
54875,12,1676,63,3
221662,30,1934,427,8
6400,43,6731,770,133
4543,27,3954,317,34
3418,22,5344,191,40
54756,2,256,1,0
7343,82,19441,2935,386
284805,2,19,1,0
7164,21,3258,188,22
5449,24,3014,233,43
29965,16,3832,80,40
1636,10,2503,39,6
260425,25,1618,293,7
1296,14,1363,88,3
8974,21,2043,200,10
685,12,2720,60,6
26098,31,3966,452,13
11165,43,7714,870,33
100151683,11,2475,4,51
64756,4,468,5,1
5790,5,1570,9,1
3456,16,2160,104,16
3484,14,974,83,8
493856,23,7038,230,23
51339,16,2252,110,10
79917,23,1344,205,48
11136,43,7869,139,764
13196,14,1489,86,5
5524,67,14005,2004,207
55222,2,101,1,0
135112,13,1856,62,16
64682,73,12328,2100,528
23644,59,15833,1456,255
51174,4,421,6,0
3236,10,1439,37,8
90273,45,1716,973,17
5298,14,3801,80,11
118429,10,1101,39,6
1285,25,5463,260,40
4718,59,3886,329,1382
901,9,922,32,4
58493,16,3782,111,9
5598,109,22392,5410,476
121340,9,1380,33,3
353376,21,2852,165,45
347902,4,267,5,1
116138,30,6949,393,42
84065,13,3660,71,7
140775,8,2938,25,3
2540392,2,226,0,1
83699,5,1299,9,1
399761,7,2401,20,1
154467,6,503,15,0
3225,32,2831,478,18
2926,50,9684,869,356
4986,16,2669,108,12
64801,14,2768,89,2
727800,11,2025,43,12
3752,35,5919,565,30
9868,39,10127,624,117
5775,19,4390,146,25
692312,12,3880,39,27
117584,23,3708,228,25
3268,7,3713,16,5
2038,16,1795,109,11
10848,27,6999,311,40
203,33,5626,509,19
51594,15,3049,81,24
7504,19,4840,156,15
112495,11,4227,42,13
11061,8,1093,27,1
55374,7,602,20,1
84457,3,493,3,0
9060,16,3982,109,11
54878,21,3001,199,11
80210,9,2594,36,0
4642,32,7523,457,39
26046,57,9228,1549,47
20610,16,1225,119,1
645104,6,224,14,1
27129,17,5256,122,14
72895,6,449,12,3
285966,4,204,6,0
130497,4,914,4,2
64158,5,689,8,2
55320,12,3591,63,3
9962,14,767,90,1
55744,9,693,35,1
826470,1,179,0,0
83460,9,1505,19,17
157680,6,485,14,1
20419,17,973,130,6
10591,13,1618,74,4
19359,3,749,2,1
59342,16,3437,86,34
100294114,5,555,10,0
5743,45,9218,865,125
6439,2,694,1,0
9472,17,5580,102,34
2030,5,835,10,0
55734,27,4618,325,26
52717,26,2433,181,144
84914,108,16042,5225,553
3240,31,5596,434,31
12306,9,910,32,4
113146,25,1528,297,3
132671,15,2619,91,14
1053,60,6746,1597,173
25925,13,4553,59,19
23262,13,2990,70,8
9079,30,3386,405,30
23181,37,3973,637,29
969,15,281,104,1
5162,65,13705,1911,169
140290,10,3187,45,0
54552,41,10285,761,59
10868,81,9235,3129,111
170302,17,1544,111,25
27067,28,10520,263,115
55038,33,6965,498,30
21374,6,255,9,6
69706,17,3852,93,43
101861,8,679,13,15
57117,33,4391,365,163
7005,26,2581,317,8
636,17,5858,102,34
205428,5,207,10,0
63891,31,4750,446,19
50945,8,3839,24,4
2050,15,6162,99,6
7503,5,2386,7,3
6565,30,3006,377,58
2799,40,4938,669,111
3425,6,170,11,4
634,24,3559,246,30
5137,19,553,167,4
5648,21,3288,197,13
8490,8,3631,20,8
2703434,1,118,0,0
5789,13,861,65,13
5791,11,3083,41,14
929,32,1662,492,4
381,47,6062,1013,68
2703390,22,4996,192,39
10170,9,206,36,0
133418,10,1076,45,0
4184,73,6796,1883,745
147183,22,1430,218,13
8193,10,2112,22,23
114781,14,3378,75,16
94032,3,743,2,1
55770,33,6239,448,80
55124,3,1127,3,0
11226,5,1071,9,1
8884,3,498,2,1
126969,2,230,1,0
13669,120,17007,5312,1828
55628,5,1251,9,1
853059,1,1644,0,0
57561,41,6649,754,66
229,37,4608,575,91
23326,59,6980,1545,166
57554,19,2501,157,14
26959,32,6424,453,43
1813,25,2067,287,13
55437,8,4235,22,6
54865,28,7662,360,18
5867,51,6857,1208,67
92154,3,815,2,1
60672,19,3518,147,24
2188,23,2242,110,143
3292,26,571,93,232
285331,14,2208,47,44
270685,1,521,0,0
161753,2,97,1,0
11113,21,5684,194,16
84131,21,5553,195,15
5783,39,5500,697,44
64093,13,2799,65,13
221184,46,8509,1002,33
123970,3,2926,0,3
10609,17,1388,135,1
8557,23,3224,234,19
4485,10,803,43,2
375248,9,1452,36,0
287670,1,247,0,0
91039,32,3749,456,40
84919,13,3330,67,11
2187,20,1013,94,96
55869,38,6775,645,58
63897,12,3633,62,4
9762,5,1041,8,2
8545,25,6432,274,26
4285,9,2783,35,1
25988,39,8241,695,46
79643,20,1298,134,56
5890,42,4128,684,177
3397,51,5843,1229,46
29916,19,1238,166,5
203111,6,818,15,0
1995,11,3848,38,17
3448,10,1137,36,9
3217,18,5575,119,34
130507,17,771,134,2
914,22,4170,200,31
197196,1,21,0,0
84106,33,7754,466,62
58510,9,209,16,20
133957,9,922,35,1
3766,21,4213,195,15
2811,26,3785,283,42
8460,3,541,3,0
29914,9,1098,36,0
57761,58,12421,1559,94
270,8,3608,22,6
2516,51,10820,1169,106
57622,8,606,28,0
84171,16,1846,95,25
20115,1,387,0,0
777,3,506,3,0
3595,6,248,9,6
3592,5,48,7,3
8698,5,506,8,2
6659,27,5946,328,23
28951,9,3366,32,4
190,16,2496,95,25
55421,41,10511,654,166
8813,33,8785,495,33
3421,24,2342,234,42
118738,11,2620,43,12
283373,22,5473,183,48
387338,19,4940,159,12
1284,42,6269,823,38
5008,17,2762,124,12
80326,1,695,0,0
10380,10,1322,44,1
851587,1,1644,0,0
10040,61,9630,1667,163
2596,15,2956,96,9
64222,16,1080,118,2
115209,3,118,3,0
114823,74,10215,2514,187
91977,8,790,25,3
17345,16,2475,84,36
16580,7,1154,7,14
90459,15,2340,104,1
96459,20,4389,161,29
286451,22,2999,215,16
84280,13,3289,66,12
508199,1,32,0,0
3251,48,10105,1044,84
157556,22,4344,217,14
3352,4,84,3,3
827272,1,199,0,0
8431,65,11079,1863,217
859,21,2416,196,14
128178,13,2963,50,28
66591,30,1675,433,2
8624,37,5374,544,122
9473,3,493,3,0
1376,20,1282,178,12
1476,29,6026,369,37
100048912,1,281,0,0
56993,52,10458,1132,194
285527,24,3463,251,25
83493,17,1643,105,31
3434,46,8684,838,197
546071,6,367,15,0
3911,25,2104,293,7
9952,8,4,0,28
1123,16,2150,112,8
114791,26,4898,207,118
7123,17,3877,123,13
114041,3,484,3,0
55239,33,2527,415,113
2570,5,1337,5,5
821159,1,612,0,0
7620,3,1074,2,1
10005,12,2535,65,1
63976,28,3163,367,11
7135,17,1952,112,24
57572,23,3979,233,20
23569,12,5350,54,12
5471,36,5926,580,50
6988,2,599,1,0
54942,3,109,3,0
55286,8,709,21,7
22034,4,630,5,1
66354,52,6343,935,391
9130,12,6259,59,7
92749,6,369,15,0
9054,22,4073,213,18
9580,11,2415,52,3
6010,17,1994,129,7
4882,28,1886,373,5
5147,52,3752,1272,54
4796,31,8769,333,132
85480,3,2676,2,1
20479,58,3916,1577,76
79922,44,4186,923,23
11117,29,2531,393,13
79837,31,8737,415,50
339448,11,6994,50,5
56480,3,226,3,0
243846,40,5454,706,74
80206,2,464,1,0
1633,31,5752,395,70
26146,74,13738,2484,217
90410,36,4430,552,78
5178,7,2081,16,5
27127,6,542,4,11
9466,6,629,12,3
54707,11,5146,36,19
1501,24,5313,245,31
6783,23,3134,232,21
55034,15,1997,103,2
79915,15,1814,91,14
2744,31,3620,442,23
6615,73,17163,2357,271
253935,1,9,0,0
26231,8,1579,26,2
824,62,10187,1706,185
5068,6,1297,14,1
340156,8,2640,21,7
6097,29,3293,339,67
10957,20,4701,171,19
55610,33,4760,469,59
4956,15,2801,90,15
79098,6,3124,9,6
283927,2,857,1,0
2595,10,384,23,22
54681,5,1803,10,0
145173,11,2693,53,2
9133,34,7190,486,75
1807,6,215,15,0
51733,18,866,119,34
26057,28,7496,358,20
145773,3,1564,3,0
158234,33,2991,238,290
10232,14,1012,77,14
30813,10,2533,41,4
7840,33,3992,457,71
369,102,16534,4839,312
55080,12,3549,55,11
338674,7,428,20,1
1520,10,443,44,1
84219,16,1547,92,28
348654,3,646,2,1
83468,9,650,35,1
51473,21,3374,205,5
854673,1,1644,0,0
235072,13,703,53,25
219348,5,235,10,0
9771,8,218,28,0
9912,5,683,8,2
64924,20,4245,166,24
55207,21,5844,197,13
114,28,1949,373,5
80144,15,811,105,0
80021,11,1238,53,2
8916,30,7857,408,27
201266,13,3197,77,1
65110,28,7412,294,84
10336,28,4814,267,111
130074,51,4944,1180,95
285755,3,442,3,0
10738,13,1429,77,1
79983,32,4122,483,13
54821,20,6125,172,18
24511,1,54,0,0
51228,2,1949,1,0
71819,11,966,47,8
55651,32,7997,419,77
10166,8,3306,27,1
88455,23,8835,228,25
1073,56,8582,1226,314
64215,18,3290,145,8
57223,32,5963,439,57
407,25,3498,259,41
159091,1,234,0,0
91582,18,5001,132,21
143872,4,682,4,2
74237,4,492,0,6
29085,20,1854,187,3
80173,25,5269,207,93
339175,5,2799,7,3
137735,6,810,10,5
8613,6,2782,11,4
134391,5,478,9,1
100131816,25,4265,285,15
196403,50,6459,1151,74
51337,12,4063,61,5
18538,26,2328,297,28
3012,24,9966,222,54
10214,23,3070,240,13
2971,19,2341,139,32
54676,21,5140,193,17
56526,28,2935,357,21
2520,11,1358,55,0
90957,42,11444,726,135
161291,1,1,0,0
4855,17,3645,122,14
4671,10,858,44,1
853870,1,1644,0,0
248,10,4152,38,7
8577,20,863,188,2
143684,22,5918,178,53
22862,27,6985,337,14
57555,11,2519,50,5
344892,8,706,26,2
24506,1,247,0,0
4828,4,429,6,0
3092,45,8320,906,84
10312,20,3388,170,20
79990,10,3652,44,1
2247,40,5032,738,42
154043,6,210,15,0
392,46,8352,967,68
89849,6,2048,12,3
63876,32,3335,465,31
55006,13,1256,78,0
79778,14,1361,83,8
3442,16,2619,107,13
3443,3,706,1,2
6248,4,604,6,0
3824,7,453,15,6
11033,27,4349,332,19
934,3,318,3,0
65987,4,423,5,1
116254,54,1745,1422,9
10929,28,9454,299,79
84100,8,271,28,0
51224,23,3182,235,18
54962,17,4499,96,40
7922,37,3741,606,60
100288160,1,10,0,0
84651,11,289,55,0
140458,22,3230,207,24
27179,5,538,9,1
258010,16,1716,96,24
9052,35,4795,534,61
54776,24,3212,259,17
8476,28,4164,373,5
2583,5,55,7,3
8869,6,65,12,3
56953,27,1041,316,35
953,13,474,44,34
4154,30,8000,349,86
