,id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10
6082,6938,2210,2999,3,4018,1185,39,110,28,1,1,0
6083,23130,416,111,0,1751,0,8,6,0,0,0,0
6084,850764,150,0,0,1231,0,2,0,0,0,0,0
6085,90507,302,79,0,653,4,7,3,0,1,0,0
6086,6712,1293,810,1,1943,74,17,75,6,3,0,0
6087,10153,1863,508,5,3438,5,49,85,1,7,0,0
6088,855584,139,0,0,1288,0,3,0,0,0,0,0
6089,178,1604,1249,5,4107,242,27,63,20,0,0,0
6090,1082,127,0,0,639,0,3,1,0,1,0,0
6091,10940,2348,1534,11,5365,45,87,148,1,0,0,0
6092,288516,1,0,0,0,0,0,0,0,0,0,0
6093,7579,640,787,14,163,719,2,27,72,2,7,0
6094,5784,1374,371,0,4084,0,32,68,1,1,1,0
6095,2731,374,79,2,1576,5,8,32,3,1,1,1
6096,13345,80,0,0,120,0,2,0,0,0,0,0
6097,23167,240,54,0,408,0,3,1,0,0,0,0
6098,1981,3954,6068,26,6755,1197,117,359,95,6,7,0
6099,9605,723,282,1,850,0,13,17,0,1,0,0
6100,93166,335,8,0,649,0,13,0,0,0,0,0
6101,2566,478,48,1,685,0,7,13,0,3,0,0
6102,51304,189,11,0,458,0,5,0,0,0,0,0
6103,3709,444,96,1,650,2,13,4,0,0,0,0
6104,117245,125,18,0,2341,0,3,1,0,0,0,0
6105,155060,361,51,0,1037,0,8,0,0,0,0,0
6106,8558,167,38,0,61,6,0,0,0,0,0,0
6107,5357,737,433,2,847,15,20,11,0,1,0,0
6108,27236,1754,2023,6,1506,481,44,35,17,2,0,0
6109,475,291,134,0,149,16,3,2,0,0,0,0
6110,54700,805,142,0,1545,0,23,16,0,1,0,0
6111,4987,70,4,0,4,0,0,0,0,0,0,0
6112,5368,2,0,0,0,0,0,0,0,0,0,0
6113,221785,362,14,0,569,0,18,1,0,0,0,0
6114,23743,300,60,1,2146,3,7,39,1,1,0,0
6115,22836,515,152,1,1175,0,12,3,0,0,0,0
6116,373156,3147,7521,30,3256,3015,109,111,85,6,2,0
6117,57680,1767,2416,9,2954,213,35,27,12,0,0,0
6118,196,1681,750,1,4278,51,50,110,9,3,0,0
6119,4094,767,251,0,1451,8,6,137,2,4,1,0
6120,10988,837,435,1,5848,15,24,60,4,0,0,0
6121,4160,234,83,3,267,20,2,30,8,2,1,0
6122,51257,300,49,0,1050,0,5,1,0,0,0,0
6123,286410,255,85,1,317,0,6,0,0,0,0,0
6124,9140,1601,1008,2,3373,0,130,42,0,1,0,0
6125,131034,512,192,0,473,95,10,5,2,0,8,0
6126,27297,446,119,0,715,0,9,17,0,1,0,0
6127,2820,644,94,0,2059,0,20,5,0,0,0,0
6128,553115,1356,493,3,2044,0,23,52,0,0,1,0
6129,27033,1181,491,1,1111,14,17,27,0,0,0,0
6130,81844,415,98,0,1477,0,14,4,0,0,0,0
6131,80344,988,460,0,1491,18,14,52,16,0,1,4
6132,10260,514,38,0,1661,0,3,11,0,0,0,0
6133,3560,838,771,3,1648,31,23,66,14,2,3,0
6134,5455,79,7,0,357,0,0,2,0,0,0,0
6135,6663,820,303,0,1174,0,6,15,0,0,0,0
6136,7320,2113,1667,5,2613,94,45,164,51,4,2,0
6137,170384,184,49,11,541,0,1,0,0,0,0,0
6138,154386,1388,1428,21,1487,172,27,210,41,7,6,0
6139,12055,386,109,0,354,4,6,27,2,2,0,0
6140,26965,907,700,1,568,146,12,4,2,0,0,0
6141,257202,495,353,2,658,51,7,54,16,10,0,2
6142,7025,1097,688,7,2650,49,18,56,0,0,0,0
6143,80777,1870,1330,3,4057,136,36,16,6,0,0,0
6144,28960,889,428,1,2185,31,22,67,6,3,0,0
6145,55120,952,759,1,1031,75,16,72,31,3,7,2
6146,66661,6734,16029,213,4653,11362,215,1110,1111,101,12,7
6147,79888,392,37,1,1642,0,10,1,0,0,0,0
6148,3680,211,14,1,146,0,3,10,0,0,0,0
6149,6878,2629,4067,10,5285,405,52,664,281,5,26,22
6150,55604,389,25,0,270,0,11,2,0,0,0,0
6151,164153,123,3,0,611,0,1,1,0,0,0,0
6152,6309,104,19,0,188,0,1,0,0,0,0,0
6153,85379,974,675,13,1064,84,16,64,19,4,2,0
6154,8839,778,115,0,618,6,6,0,0,0,0,0
6155,80267,168,1,0,1248,0,5,1,0,0,0,0
6156,79989,115,17,0,319,0,1,1,0,0,0,0
6157,163033,472,112,0,728,3,13,0,0,0,0,0
6158,84460,421,144,1,651,1,3,6,0,0,0,0
6159,2972,826,161,0,3562,0,19,29,0,0,0,0
6160,9329,4527,5951,13,6166,1105,223,1831,552,22,4,7
6161,7468,2783,3650,26,6496,278,142,105,33,3,0,0
6162,83743,1858,1378,3,5418,29,41,81,8,5,0,0
6163,6880,2752,3855,7,5519,430,90,376,98,8,6,11
6164,284451,425,39,1,1326,0,12,0,0,0,0,0
6165,43808,116,0,0,170,0,6,9,0,1,0,0
6166,9337,691,369,3,1643,0,10,59,11,0,1,2
6167,1653,6244,12564,103,13339,2068,184,1504,413,30,34,2
6168,5971,4663,8366,56,6516,1332,113,399,196,14,11,3
6169,333932,1280,687,5,1901,77,27,14,7,0,0,0
6170,104,1118,1437,6,2344,87,40,76,25,2,5,0
6171,23212,3012,2800,27,3779,210,134,885,114,27,23,9
6172,91408,557,71,0,1199,0,18,4,0,0,0,0
6173,9943,966,1009,1,2888,131,27,17,8,0,0,0
6174,1557,89,18,0,14,0,0,22,6,0,13,15
6175,221016,59,0,0,442,0,3,0,0,0,0,0
6176,192166,16,0,0,76,0,0,0,0,0,0,0
6177,26960,358,32,0,1311,0,8,2,0,0,0,0
6178,9184,2314,1432,6,6116,41,68,149,30,7,1,0
6179,84944,921,47,1,1642,0,51,21,0,0,0,0
6180,30850,1235,557,1,2324,0,21,49,0,0,0,0
6181,386674,980,1334,24,550,823,27,45,36,3,2,2
6182,80700,1429,602,3,3546,41,37,67,3,0,0,0
6183,64098,542,217,1,2284,0,8,9,0,0,0,0
6184,52,1537,753,0,2859,154,36,36,14,1,1,0
6185,11848,661,437,0,1627,44,5,5,1,0,0,0
6186,9586,2477,6067,89,3860,1605,47,527,221,22,39,0
6187,11130,2152,4298,6,2966,2275,64,131,230,3,8,5
6188,127253,136,5,0,238,0,3,1,0,0,0,0
6189,80304,1073,441,1,2125,0,17,13,0,0,0,0
6190,55161,2454,1086,4,3669,26,75,483,29,3,10,19
6191,23039,2174,2796,6,4229,314,38,225,65,4,4,0
6192,11317,38,0,0,688,0,4,0,0,0,0,0
6193,283556,118,4,0,147,0,0,0,0,0,0,0
6194,1181,386,107,0,297,19,10,2,0,0,0,0
6195,114034,2362,988,18,3371,86,96,227,25,19,5,6
6196,6910,202,20,0,351,0,0,5,1,0,0,0
6197,440145,880,419,1,685,16,33,55,0,0,0,0
6198,23144,4562,9872,122,3066,4585,305,278,510,92,7,4
6199,10682,799,179,2,3344,7,22,4,0,0,0,0
6200,255193,352,199,2,1006,0,12,8,1,2,0,0
6201,6819,232,20,0,458,0,2,2,0,0,0,0
6202,7678,1096,359,15,3147,3,26,32,0,5,0,0
6203,4139,1009,240,1,1868,16,6,40,2,0,0,0
6204,120114,55,6,1,44,0,0,0,0,0,0,0
6205,23160,789,34,0,2004,0,25,13,0,0,0,0
6206,64175,1456,1074,9,2445,53,47,112,31,3,3,2
6207,7137,1542,986,3,1043,70,9,36,15,4,0,0
6208,23294,2167,3847,9,5246,607,50,216,63,7,10,0
6209,5338,1232,513,2,3201,0,22,38,0,0,0,0
6210,9887,1325,2039,6,2090,43,22,22,13,1,0,0
6211,81846,496,43,0,2977,0,12,2,0,0,0,0
6212,6652,1139,693,5,1590,78,18,55,4,1,0,0
6213,10212,2089,1980,12,2816,161,45,77,31,3,1,0
6214,5087,1101,916,3,2538,29,12,94,8,0,2,1
6215,339390,534,243,0,568,6,7,6,0,0,0,0
6216,64928,3724,5357,64,3420,650,155,955,1058,30,14,183
6217,347,736,1137,8,1814,137,13,3,3,0,0,0
6218,90993,1087,4209,24,752,4643,16,63,50,0,0,0
6219,23471,482,164,1,3066,2,12,6,0,0,0,0
6220,1175,810,454,0,2414,24,20,30,2,0,0,0
6221,139322,29,0,0,16,0,0,0,0,0,0,0
6222,57172,228,10,0,532,0,2,5,0,0,0,0
6223,25876,203,11,1,1002,0,1,1,0,0,0,0
6224,79666,2699,6068,15,3698,2789,61,41,16,1,0,0
6225,7101,658,263,0,787,0,13,7,0,0,0,0
6226,283450,149,10,0,649,0,4,0,0,0,0,0
6227,9921,1109,401,2,3529,6,23,12,0,0,0,0
6228,60492,915,897,4,563,93,6,0,0,0,0,0
6229,5407,171,374,0,513,9,3,22,13,0,0,3
6230,9388,95,79,0,68,3,7,8,7,1,0,4
6231,7844,569,65,2,1946,0,12,6,0,0,0,0
6232,5999,411,477,0,1500,16,8,42,5,3,0,0
6233,889,407,41,1,71,0,7,2,0,0,0,0
6234,81892,1595,778,1,3917,3,69,39,0,0,0,0
6235,6261,988,749,1,447,162,16,0,1,0,0,0
6236,27248,613,289,2,704,9,8,20,1,0,0,0
6237,3990,329,108,0,35,5,1,23,15,0,0,5
6238,64853,716,285,0,2649,18,9,3,0,0,0,0
6239,4514,555,102,5,459,0,25,65,0,6,0,0
6240,55165,2571,2542,3,4559,0,40,154,0,6,0,0
6241,145483,1241,752,9,2253,15,14,59,0,1,0,0
6242,388403,114,1,0,514,0,2,0,0,0,0,0
6243,8612,172,3,0,311,0,6,0,0,0,0,0
6244,79872,640,57,0,2067,0,14,10,0,0,0,0
6245,55199,447,70,1,452,0,8,3,0,0,0,0
6246,3077449,920,106,0,1060,0,19,9,0,0,0,0
6247,64400,1192,433,4,2063,36,33,20,8,0,0,1
6248,729830,14,0,0,0,0,1,0,0,0,0,0
6249,2318,2553,2832,7,3859,730,85,88,15,4,0,0
6250,12914,835,743,1,482,38,20,1,4,0,0,0
6251,114799,421,118,1,1262,3,5,10,0,0,0,0
6252,16562,496,99,2,597,1,7,1,0,0,0,0
6253,377,736,260,0,3118,1,17,15,0,0,0,0
6254,196463,261,43,0,563,0,5,1,0,0,0,0
6255,58490,1741,2043,5,2195,301,47,196,104,15,4,7
6256,4659,2350,2143,32,4780,66,54,190,5,11,0,0
6257,64860,79,0,0,158,0,1,0,0,0,0,0
6258,5977,1793,2113,11,2745,190,41,142,37,7,16,2
6259,63908,534,165,2,1321,0,3,63,0,0,0,0
6260,283638,602,266,1,1025,10,3,10,0,0,0,0
6261,55336,109,0,0,132,0,2,0,0,0,0,0
6262,174,475,81,0,537,6,9,0,0,0,0,0
6263,323,567,207,1,2707,17,13,9,0,0,0,0
6264,8988,424,123,1,495,3,20,1,0,0,0,0
6265,5090,725,467,8,901,0,10,12,0,3,0,0
6266,26291,319,49,0,1275,0,3,1,0,0,0,0
6267,9500,4627,10974,39,5397,4743,108,259,189,4,1,0
6268,55717,1436,240,0,1276,4,37,158,13,0,0,3
6269,64204,2,0,0,0,0,0,0,0,0,0,0
6270,6164,3693,930,9,4862,18,117,990,32,72,6,19
6271,7326,592,120,0,2236,0,7,14,0,0,0,0
6272,1465,1144,779,4,4505,7,28,25,1,0,0,0
6273,2011,2546,6493,5,4306,1610,42,147,132,3,1,0
6274,51096,668,148,0,2441,0,33,24,0,0,0,0
6275,2056,364,22,2,272,4,6,0,0,0,0,0
6276,81579,322,26,0,319,0,4,1,0,0,0,0
6277,5529,1396,660,2,3529,57,29,63,3,0,0,0
6278,23406,758,125,0,1513,3,16,24,1,0,0,0
6279,6103,906,124,0,655,0,9,17,0,0,0,0
6280,134492,1273,498,1,1532,10,27,19,0,3,0,0
6281,165055,1028,474,14,1432,0,15,118,0,3,0,0
6282,26273,578,58,0,1393,0,14,0,0,0,0,0
6283,80022,1766,1747,13,2427,217,26,42,7,0,0,0
6284,10928,2002,3272,8,3912,725,25,74,37,0,0,0
6285,1662,717,47,1,3069,0,25,32,0,0,0,0
6286,8844,604,95,0,1662,0,11,8,0,0,0,0
6287,80228,97,2,0,72,0,2,0,0,0,0,0
6288,2334,114,2,0,191,0,2,0,0,0,0,0
6289,23014,595,53,0,1276,0,11,3,0,0,0,0
6290,8543,2674,3652,17,5133,410,47,161,42,2,2,1
6291,79441,941,741,13,2015,42,17,96,19,8,0,0
6292,2267,1110,1702,1,710,630,32,2,2,0,0,0
6293,60560,121,3,0,387,0,4,0,0,0,0,0
6294,8814,271,29,0,383,0,8,0,0,0,0,0
6295,114990,3377,5862,37,3371,914,176,200,233,25,10,8
6296,85406,478,58,0,589,5,14,3,0,0,0,0
6297,83930,69,0,0,650,0,1,0,0,0,0,0
6298,401135,0,0,0,0,0,0,0,0,0,0,0
6299,54502,268,22,1,322,0,3,0,0,0,0,0
6300,5325,618,17,1,1453,0,15,17,0,0,0,0
6301,5880,825,174,3,1143,22,11,4,0,0,0,0
6302,5256,552,131,1,1220,0,10,16,0,0,0,0
6303,57097,284,41,0,483,0,1,2,0,0,0,0
6304,64333,693,173,0,3699,1,18,9,0,1,0,0
6305,23143,662,442,0,1849,9,7,9,0,0,0,0
6306,6251,773,602,0,2162,56,24,13,4,0,0,0
6307,10282,523,1049,1,934,190,8,26,35,0,0,0
6308,2354,1197,642,6,1705,47,17,62,16,1,2,1
6309,2592,241,40,0,194,2,1,0,0,0,0,0
6310,850605,135,0,0,1258,0,3,0,0,0,0,0
6311,2114,1643,973,5,3795,112,34,205,12,1,1,0
6312,23094,992,323,5,2706,0,28,13,0,3,0,0
6313,26137,447,20,1,1351,0,12,12,0,2,0,0
6314,2779,108,12,0,33,0,2,0,0,0,0,0
6315,6004,810,1565,7,1905,53,13,24,19,0,1,0
6316,50943,1972,2868,10,1957,489,30,53,27,1,3,0
6317,114884,1543,228,1,544,16,10,2,2,0,0,0
6318,25791,303,59,0,397,0,20,0,0,0,0,0
6319,989,2170,1560,9,3898,106,119,128,14,5,2,2
6320,23176,634,271,1,1583,15,8,45,17,1,2,4
6321,114294,1247,1604,2,614,10,16,795,58,23,0,153
6322,317,837,185,0,2272,4,5,25,5,3,0,0
6323,55157,275,64,0,1700,0,7,6,0,0,0,0
6324,5688,3555,5447,5,8004,1210,58,596,343,6,38,16
6325,9144,75,5,0,180,0,0,0,0,0,0,0
6326,29886,643,69,0,1125,0,16,4,0,0,0,0
6327,6446,3371,4155,18,6057,902,80,169,11,0,0,0
6328,1854,2410,2032,18,4113,0,85,169,0,5,3,0
6329,2324,444,168,1,1150,0,9,19,0,0,0,0
6330,10207,1628,2159,7,915,756,19,53,98,0,12,6
6331,143098,518,241,3,438,22,6,66,11,10,6,5
6332,2678,75,7,0,91,0,3,2,0,0,0,0
6333,286016,13,1,0,0,0,0,0,0,0,0,0
6334,3437,2326,1727,5,4564,215,140,243,57,8,5,5
6335,10826,43,3,0,117,0,1,0,0,0,0,0
6336,79022,250,168,8,65,57,1,0,0,0,0,0
6337,140258,684,261,1,725,0,9,12,0,0,0,0
6338,5373,193,51,3,153,7,1,6,0,0,0,0
6339,4780,2415,1514,6,5602,0,26,157,0,4,1,1
6340,6866,434,85,0,1356,0,2,4,1,0,0,0
6341,22808,274,7,0,96,0,3,1,0,0,0,0
6342,79803,532,83,0,860,3,34,21,3,5,0,2
6343,851944,134,0,0,964,0,2,0,0,0,0,0
6344,790,4868,5635,18,10141,344,141,643,52,5,3,0
6345,88,2186,3569,5,2134,1398,60,67,41,2,0,0
6346,75767,197,18,0,86,0,5,0,0,0,0,0
6347,25871,387,235,1,701,7,19,0,0,0,0,0
6348,57544,583,36,0,1113,0,39,8,0,0,0,0
6349,55824,598,194,2,1316,7,12,89,1,2,0,0
6350,104416,378,39,0,112,0,6,20,8,0,0,1
6351,54922,404,70,0,264,0,6,0,0,0,0,0
6352,11009,712,198,7,1096,0,3,4,0,0,0,0
6353,7335,2894,4795,29,4245,1048,45,183,121,6,1,0
6354,9499,304,31,0,1082,0,11,8,0,0,0,0
6355,10112,1736,1160,4,2069,241,8,67,17,0,1,0
6356,79009,1626,213,2,3131,0,59,69,0,0,0,0
6357,55083,813,221,1,1291,8,25,14,0,1,0,0
6358,3561,921,1494,4,896,169,12,36,35,0,3,0
6359,3581,389,146,1,350,50,2,0,1,0,0,0
6360,51647,1518,2282,5,645,1051,50,62,39,2,8,0
6361,2686,160,44,0,214,0,0,0,0,0,0,0
6362,4884,357,117,1,949,11,14,1,0,0,0,0
6363,987,497,57,0,786,5,7,4,0,0,0,0
6364,139596,117,15,0,221,0,0,0,0,0,0,0
6365,7371,547,31,0,2566,0,13,4,0,0,0,0
6366,235542,379,59,0,520,3,8,5,0,0,0,0
6367,256586,230,37,1,276,0,1,0,0,0,0,0
6368,9801,1723,2540,9,3525,352,47,1716,564,24,72,164
6369,225745,1183,1562,0,1119,240,15,37,21,2,0,0
6370,965,144,36,0,2128,2,4,5,0,1,0,0
6371,4907,1237,2033,27,786,826,21,32,139,3,1,1
6372,7084,130,45,11,114,2,13,27,4,1,2,1
6373,9623,826,529,1,1800,36,52,31,10,11,0,0
6374,51586,1627,977,0,2691,0,37,332,58,4,16,41
6375,1634,694,427,3,1138,30,15,14,1,0,0,0
6376,1759,2420,2679,11,4939,595,48,131,41,1,3,0
6377,84934,205,7,1,874,0,5,0,0,0,0,0
6378,51042,517,112,0,767,0,5,4,0,0,0,0
6379,79019,957,73,0,639,0,22,225,5,0,5,3
6380,10981,452,124,1,400,9,21,0,0,0,0,0
6381,8870,655,211,0,2597,21,10,12,0,0,0,0
6382,5526,461,28,0,847,0,6,13,0,0,0,0
6383,2803,647,308,0,3173,0,11,14,0,0,0,0
6384,5870,1188,1231,3,1922,242,10,30,7,4,1,0
6385,104831,886,408,7,431,110,7,31,19,6,0,3
6386,254048,118,5,0,233,0,13,1,0,0,0,0
6387,27255,87,0,0,8,0,0,5,0,0,0,0
6388,12340,225,71,0,122,2,5,9,4,2,0,1
6389,253725,269,45,0,400,0,6,9,0,0,0,0
6390,10768,3899,9812,25,4350,3734,108,329,299,4,18,1
6391,10691,445,53,0,1925,0,8,10,0,0,0,0
6392,8399,1065,917,15,1274,110,26,105,30,4,6,0
6393,9847,802,385,1,2543,36,15,10,0,0,0,0
6394,19373,262,2,0,1468,0,4,4,0,0,0,0
6395,79886,320,9,0,1174,0,12,0,0,0,0,0
6396,374403,170,21,0,1696,0,12,2,0,0,0,0
6397,675,2176,1789,4,4357,223,52,146,34,6,0,0
6398,112950,1339,567,0,2375,7,22,244,36,6,6,31
6399,1052,1070,323,0,2257,12,13,58,2,0,0,0
6400,22887,608,35,0,930,0,9,0,0,0,0,0
6401,55148,1239,1121,25,854,250,36,12,8,1,0,0
6402,57644,882,217,0,794,2,27,8,1,0,0,0
6403,3687,153,1,1,97,0,0,0,0,0,0,0
6404,79754,681,236,0,609,7,12,5,0,0,0,0
6405,58511,795,855,5,1576,111,12,4,0,0,0,0
6406,578,799,334,1,896,50,20,12,2,0,0,0
6407,9442,885,104,1,1270,0,15,234,5,0,7,18
6408,5365,111,8,0,232,0,3,0,0,0,0,0
6409,64218,77,24,0,12,1,0,0,0,0,0,0
6410,10299,394,108,0,2224,9,6,12,0,0,0,0
6411,6713,77,4,0,165,0,1,0,0,0,0,0
6412,2356,119,14,0,68,0,7,6,0,2,0,0
6413,7107,93,2,0,27,0,2,4,0,0,0,0
6414,64151,1003,170,2,1600,5,23,47,2,1,3,0
6415,4832,492,147,5,2185,0,7,20,0,1,0,0
6416,79616,623,271,2,673,36,15,0,0,0,0,0
6417,51602,6546,14438,88,9456,2155,213,4786,1279,117,264,144
6418,3880,2499,3230,39,5006,512,35,151,26,1,3,0
6419,9689,1910,495,1,2658,0,68,145,7,0,0,1
6420,84233,622,151,1,940,9,40,0,0,0,0,0
6421,9208,841,179,1,2963,0,28,37,1,3,0,0
6422,11193,1652,335,2,2027,0,104,131,0,5,0,0
6423,79828,87,12,0,2014,0,3,0,0,0,0,0
6424,2495,1967,1090,0,2191,123,20,24,7,0,0,0
6425,1933,5096,5966,26,14348,412,278,2231,117,31,17,16
6426,339,286,32,0,245,0,4,0,0,0,0,0
6427,6327,1597,1658,6,674,261,17,36,30,3,1,0
6428,8317,2226,3759,8,3403,576,40,114,74,2,4,3
6429,7389,947,945,1,1179,41,22,8,2,0,0,0
6430,333,1289,819,0,4310,0,21,110,10,0,4,0
6431,2590,538,98,0,408,0,14,2,0,0,0,0
6432,5898,2071,2600,7,2351,501,48,67,54,3,1,0
6433,54874,674,314,1,1029,22,12,1,0,0,0,0
6434,29763,2890,2906,33,3771,582,47,97,26,7,0,0
6435,51703,105,2,6,80,0,0,6,2,1,0,0
6436,10319,522,130,2,469,11,9,2,0,0,0,0
6437,12,597,372,1,1993,77,27,4,0,0,0,0
6438,4862,1273,1039,1,1806,81,13,31,17,1,0,0
6439,151230,322,25,0,693,0,5,0,0,0,0,0
6440,7290,1049,159,1,894,9,19,23,0,0,2,0
6441,85236,566,47,2,1147,0,13,3,0,0,0,0
6442,114908,93,3,1,335,0,1,0,0,0,0,0
6443,2122,1106,265,0,2929,2,14,56,0,1,0,0
6444,139231,276,7,0,856,0,1,2,0,0,0,0
6445,8541,571,477,2,982,20,9,16,4,0,0,0
6446,7410,2241,3480,9,4799,628,48,71,13,1,0,0
6447,1743,1436,1145,8,1570,231,50,71,21,2,4,1
6448,1349,401,58,3,383,0,26,6,0,7,0,0
6449,7716,1446,817,9,3213,23,19,35,0,0,0,0
6450,3795,594,296,0,879,34,17,15,10,2,0,0
6451,11773,129,0,0,199,0,3,0,0,0,0,0
6452,7545,1237,3314,25,1167,961,22,161,99,5,7,0
6453,281719,0,0,0,0,0,0,0,0,0,0,0
6454,1014,47,0,0,43,0,3,0,0,0,0,0
6455,29074,1707,1477,2,1577,68,58,956,172,16,27,180
6456,84433,783,117,1,1313,0,14,19,0,0,0,0
6457,80332,201,120,3,183,7,1,0,0,0,0,0
6458,56637,978,549,3,346,87,20,0,0,0,0,0
6459,54566,288,36,0,206,0,6,0,0,0,0,0
6460,200895,85,16,0,111,0,0,1,0,0,0,0
6461,9873,1172,1249,3,2154,173,17,61,22,0,0,0
6462,133383,98,0,0,242,0,0,0,0,0,0,0
6463,2155,671,169,0,1805,2,10,12,0,0,0,0
6464,84464,4562,21004,50,7258,11455,230,219,382,8,1,0
6465,80097,567,65,4,763,0,6,32,0,0,0,0
6466,10614,3043,4952,26,4942,514,84,108,85,3,5,1
6467,3018,3286,3938,48,5078,324,234,248,75,11,9,2
6468,81567,2274,2426,3,6287,315,67,66,18,3,0,0
6469,5255,343,38,0,315,0,4,11,0,0,0,0
6470,85365,310,55,0,343,0,0,3,0,0,0,0
6471,6522,340,108,0,421,4,9,0,0,0,0,0
6472,7988,678,135,0,267,34,15,19,9,0,0,0
6473,55969,1960,1898,10,1198,195,74,33,7,0,0,0
6474,84833,730,389,1,865,54,17,1,0,1,0,0
6475,4735,2866,5584,13,4934,1155,114,152,143,4,2,4
6476,91608,347,37,5,1670,0,7,2,0,0,0,0
6477,9527,885,447,4,3362,0,10,83,0,0,0,0
6478,10797,1770,892,2,1934,150,19,67,48,0,8,2
6479,9846,2053,2836,7,3409,253,19,263,64,3,4,1
6480,353134,873,602,20,1970,32,20,285,19,12,16,2
6481,6905,537,99,1,2031,2,12,26,3,0,0,0
6482,64789,24,0,0,22,0,1,0,0,0,0,0
6483,9670,1475,1169,5,3429,146,28,12,3,0,0,0
6484,6286,954,467,8,860,38,42,17,12,0,3,0
6485,4255,3070,5470,14,5545,594,110,141,63,1,0,0
6486,80342,1207,383,1,1414,11,24,31,0,1,0,0
6487,51072,890,240,2,1699,0,11,5,0,0,0,0
6488,390535,660,414,4,801,33,11,5,0,0,0,0
6489,51185,673,57,0,507,0,16,8,0,0,0,0
6490,5037,1880,1118,3,3400,7,32,52,1,2,0,0
6491,139285,444,17,0,1837,0,4,48,5,1,1,2
6492,6347,608,415,6,283,29,8,33,10,1,4,0
6493,4323,640,362,0,845,61,5,15,7,0,1,0
6494,9167,668,148,7,1183,7,51,17,6,4,0,0
6495,1489079,200,0,0,335,0,1,4,0,0,0,0
6496,8677,380,83,2,730,0,1,13,0,0,0,0
6497,56997,705,891,4,1935,45,24,6,2,1,0,0
6498,55003,6246,2230,24,6347,70,254,3468,153,54,17,71
6499,5757,2585,1633,7,5954,18,64,172,3,4,1,0
6500,56886,1475,670,7,3084,0,53,24,0,0,0,0
6501,211,2623,3383,22,1017,964,56,32,47,3,0,1
6502,79796,434,26,3,888,0,10,0,0,0,0,0
6503,2199,748,515,2,391,56,7,3,1,0,0,0
6504,54704,386,40,0,656,0,5,19,0,0,0,0
6505,3122,651,362,4,1080,101,13,29,23,1,1,1
6506,2042,537,112,2,1505,0,9,15,0,0,0,0
6507,3600,128,14,0,1537,0,3,5,1,1,0,0
6508,890,3622,13063,23,3989,6452,55,301,542,7,3,1
6509,124245,2425,1192,4,4590,72,96,159,13,3,3,0
6510,23268,734,119,1,510,0,8,7,0,1,0,0
6511,65059,378,25,1,1096,0,6,17,1,1,0,0
6512,215051,294,14,0,119,0,68,4,0,1,0,0
6513,84866,902,1059,2,965,441,16,23,0,0,0,0
6514,3913,627,408,3,893,19,8,269,2,1,1,0
6515,158798,384,79,0,489,1,8,9,0,0,0,0
6516,3858,2483,3203,21,7523,292,54,188,31,1,4,0
6517,9915,1845,2020,11,3135,279,38,89,18,4,1,0
6518,28511,228,1,0,190,0,2,0,0,0,0,0
6519,29058,216,3,0,156,0,3,0,0,0,0,0
6520,2009,251,4,0,66,0,2,0,0,0,0,0
6521,56006,1113,400,1,1492,23,20,10,0,0,0,0
6522,353497,204,9,1,148,0,4,7,1,0,1,1
6523,183,376,155,0,1087,0,5,4,0,0,0,0
6524,153684,95,1,0,286,0,5,0,0,0,0,0
6525,51390,157,6,0,406,0,1,0,0,0,0,0
6526,84441,315,315,0,456,5,7,4,3,0,0,0
6527,65065,389,53,0,1262,0,17,1,0,0,0,0
6528,56943,828,329,1,922,24,34,9,4,3,0,0
6529,142679,468,40,1,862,0,10,0,0,0,0,0
6530,728774,63,0,0,265,0,5,0,0,0,0,0
6531,5782,1937,1934,5,5649,248,50,138,10,6,2,0
6532,64921,34,0,0,652,0,0,0,0,0,0,0
6533,4791,7635,12120,139,9328,2156,377,1552,563,90,98,12
6534,17886,4123,15366,319,2975,11759,57,563,534,26,131,0
6535,132884,1448,1803,13,1009,646,22,21,20,0,0,0
6536,27131,934,1469,3,909,261,21,49,29,1,0,0
6537,5179,143,1,0,124,0,4,3,0,2,0,0
6538,29974,520,181,1,1114,6,13,9,0,0,0,0
6539,113730,599,573,0,538,38,7,8,5,0,0,0
6540,91283,134,0,0,412,0,2,0,0,0,0,0
6541,2893,936,453,18,1278,19,8,11,2,1,0,0
6542,10645,893,313,0,3248,6,17,22,0,0,0,0
6543,123169,1331,851,5,2659,46,47,79,4,2,0,0
6544,236930,620,252,3,277,31,34,1,0,0,0,0
6545,5360,419,336,5,279,70,5,3,0,0,0,0
6546,7368,203,22,3,629,0,1,4,0,0,0,0
6547,440552,222,27,0,230,0,2,0,0,0,0,0
6548,84289,1629,848,7,3046,22,34,80,1,1,0,0
6549,6406,458,204,0,620,23,9,5,4,0,1,0
6550,8877,700,67,1,919,0,11,1,0,0,0,0
6551,984,1428,442,4,4830,0,33,54,0,1,0,0
6552,23194,163,14,0,2223,0,7,5,0,0,0,0
6553,441518,261,67,0,289,1,1,0,0,0,0,0
6554,54867,414,148,2,454,0,4,8,0,2,0,0
6555,307,488,78,0,663,3,8,3,0,0,0,0
6556,18759,529,234,0,501,0,27,10,0,1,0,0
6557,692204,1,0,0,17,0,0,0,0,0,0,0
6558,3454,1185,240,1,2797,0,17,49,0,1,0,0
6559,6646,1244,589,13,2056,0,19,25,0,0,0,0
